@RELATION french

@ATTRIBUTE text   string
@ATTRIBUTE class  {CD,CI,DZ,FR,MA,SN}

@DATA
" L’une des questions auxquelles le nouveau préfet devra faire face, c’est l’équation des limites des trois communes que sont Diamniadio, Sébikotane et de Yène.", SN
" Ces dernières ont en commun la forêt classée de Sébikotane qui pourrait être une zone d’extension pour ces collectivités territoriales, actuellement en proie à une forte pression foncière.", SN
" Mais Gorgui Ciss, tout comme ses deux collègues, pensent que le déclassement doit se faire pour des perspectives meilleures.", SN
" « Il y a un déclassement qui doit se faire parce que cette forêt ne l’est que de nom.", SN
" Les gens y habitent et cultivent dans l’illégalité la plus totale.", SN
" Personne ne peut obtenir un document pour justifier cela », renseigne le maire de Yène.", SN
" Même si dans la nouvelle réforme une partie du quartier de Ndoukhoura est rattachée à Yène, des voix s’élèvent pour contester cette décision.", SN
" Pour Gorgui Ciss, l’État a déjà tranché la question.", SN
" « Le décret liste les villages et les quartiers qui dépendent de chaque commune.", SN
" Pour nous, c’est un débat est dépassé.", SN
" Parce que l’autorité a tranché avec un décret qui crée la commune de Yène et un autre décret qui crée la commune de Diamniadio.", SN
" Dans chaque commune, le décret liste les villages et les limites sont indiquées avec les cartes, des coordonnées bien précises.", SN
" Quand les coordonnées existent, il n’y a plus de débat », soutient le maire de Yène.", SN
" Une explication qui ne semble pas convaincre Mamadou Moulaye Guèye de Diamniadio.", SN
" Selon lui, la réforme n’est pas encore terminée.", SN
" « Nous sommes dans un processus qui n’a pas encore connu son épilogue », dit-il sans entrer dans les détails.", SN
" Abdoulaye Lô semble même contester les limites qui seraient déjà tracées.", SN
" « Les limites ne sont pas des lignes droites.", SN
" Quand on dit que Kip-Kip est dans Sébikotane, la limite de ce quartier n’est pas une ligne droite.", SN
" Il faut qu’on soit intelligent dans l’application du décret qui est sorti en tenant compte des quartiers et des lignes droites.", SN
" Ceci est valable pour tout le monde », explique M. Lô.", SN
" Selon lui, le nouveau sous-préfet a véritablement du pain sur la planche sur cette question.", SN
" ———————————————————- ", SN
" PÔLES URBAINS, RICHE TISSU INDUSTRIEL ET DIVERSES POTENTIALITÉS ", SN
" Un arrondissement promis à un bel avenir ", SN
" Le nouvel arrondissement de Diamniadio peut tirer le département de Rufisque vers le haut.", SN
" D’abord, avec le tissu industriel très dense qui s’y trouve, Diamniadio est devenue, au fur des années, la zone de redéploiement des grandes sociétés du fait de la saturation de Dakar.", SN
" Aujourd’hui, les industries de farine, de poisson, de fer ainsi que plusieurs concessionnaires ont choisi Diamniadio.", SN
" Cinquante, soixante ou soixante-dix usines…, le Maire de Diamniadio, Mamadou Moulaye Guèye, ne peut donner que des estimations.", SN
" Au plan des infrastructures, ce nouvel arrondissement abrite deux pôles urbains que sont Diamniadio et Daga Kholpa, sans compter la forêt classée de Sébikotane.", SN
" La commune de Yène, qui a l’avantage d’être à côté de la mer, abrite des réceptifs hôteliers, des auberges et lieux de villégiature.", SN
" Il s’y ajoute qu’une grande partie du port de Ndayane sera à Yène.", SN
" « C’est un arrondissement viable, l’un des plus viables du Sénégal », commente Abdoulaye Lô.", SN
" Au plan éducatif, l’arrondissement offre beaucoup d’opportunités à la jeunesse rufisquoise et du Sénégal tout entier avec ses établissements de formation en bâtiment, plomberie, électricité, aviculture, etc.", SN
" Il y a aussi le nouveau Centre national avicole qui a été inauguré récemment.", SN
" Dans le domaine de la sécurité, l’arrondissement accueille deux brigades à Yène et à Diamniadio ainsi qu’un poste de gendarmerie de Sébikotane.", SN
" À cela il faut ajouter l’unité de scanner de la Gendarmerie nationale.", SN
" Sur le plan sanitaire, on peut citer l’Hôpital pour enfant de Diamniadio, l’un des plus grandes structures pédiatriques du Sénégal, fruit de la coopération entre le Sénégal et la Chine.", SN
" Il est doté d’un plateau technique relevé.", SN
" ABSENCE D’ASSAINISSEMENT, D’ÉCLAIRAGE PUBLIC, CONFLITS FONCIERS….", SN
" Nguinth, le quartier aux mille et un problèmes ", SN
" En sortant du pôle urbain pour entrer à Diamniadio, une route latéritique traverse des maisons modestes.", SN
" Nous sommes au quartier Nguinth, situé à Diamniadio extension nord.", SN
" Ce quartier fait partie des localités nouvellement habitées.", SN
" Ici, beaucoup de maisons sont encore en chantier.", SN
" Aucune infrastructure de base n’est visible dans la zone.", SN
" L’unique école dans le coin est un abri provisoire comprenant deux salles faites en palissade.", SN
" Les élèves de Ci et de Cp sont regroupés dans une même salle, tandis que ceux de Ce1 sont installés dans l’autre.", SN
" « L’école a démarré l’année dernière avec deux cours, Ci et Cp.", SN
" C’est cette année que nous avons créé le Ce1 », explique Pape Demba Sarr, directeur de l’établissement et habitant du quartier.", SN
" Il compte sur des partenaires pour construire des salles en dur.", SN
" « Actuellement, les élèves s’assoient à quatre et seuls les plus intelligents s’en sortent, mais nous comptons donner à tous un bel avenir », s’engage M. Sarr.", SN
" En plus de la question de la scolarité de ses enfants, Nguinth est confronté à l’absence d’assainissement, le manque de sécurité et à divers conflits fonciers.", SN
" « Souvent, nous voyons des personnes venir pour dire qu’on les a autorisées à s’implanter ici, alors que le site en personne est une place publique du quartier.", SN
" En tant qu’habitants, nous ne bénéficions jusqu’à présent pas d’actes administratifs nous reconnaissant comme les vrais propriétaires.", SN
" Le seul document reçu de la mairie, c’est un ordre de recettes et rien d’autre », explique M. Sarr.", SN
" Afin d’être régularisés par les autorités, les responsables de ce quartier ont saisi à plusieurs reprises les autorités administratives, mais rien n’a bougé jusque-là.", SN
" Aïda, une mère de famille du quartier, est la gestionnaire de l’unique borne fontaine de Nguinth.", SN
" Chaque jour, elle supervise la vente de l’eau.", SN
" « C’est tout le monde qui vient chercher l’eau et chaque bassine ou bouteille est payée à 25 FCfa.", SN
" Mais la mairie nous a promis des robinets dans nos concessions.", SN
" Nous sommes en train de recenser les populations pour ce projet », explique Aïda.", SN
" En plus de la rareté de l’eau, le quartier ne bénéficie pas d’éclairage public.", SN
" Les quelques points lumineux installés dehors ont été installés par les habitants moyennant le versement d’une somme d’argent aux techniciens.", SN
" Enfin, Nguinth comme la plupart des 22 quartiers de Diamniadio, reste difficile d’accès pendant l’hivernage.", SN
" Parfois l’eau envahit des maisons entières, selon Aïda qui en fait, chaque année, les frais.", SN
" AL HASSAN SALL, GOUVERNEUR DE DAKAR ", SN
" « Les populations auront une administration de proximité à leur service exclusif » ", SN
" En érigeant Diamniadio en arrondissement, l’État est en train d’anticiper sur l’avenir.", SN
" Car, cette zone concentre d’importants investissements publics comme privés.", SN
" Et de ce point de vue, estime le Gouverneur de Dakar, Al Hassan Sall, l’État doit marquer sa présence permanente.", SN
" Dans cet entretien accordé au « Soleil », il rappelle qu’avec ce nouvel arrondissement, les populations tout comme les collectivités territoriales auront une administration de proximité exclusivement dédiée à leurs services.", SN
" Pourquoi l’État a jugé utile de faire de Diamniadio un arrondissement avec la nouvelle réforme qui a été opérée à Dakar ?", SN
" Plusieurs facteurs ont milité en faveur de cette décision ; d’abord stratégiques, ensuite géographiques et enfin historiques.", SN
" Du point de vue stratégique, Diamniadio abrite plusieurs projets structurants de l’État, notamment ceux réalisés dans le cadre du pôle urbain de Diamniadio et prochainement de celui de Daga Kholpa.", SN
" Il s’agit d’infrastructures routières, universitaires, sportives, industrielles, hôtelières, culturelles, administratives, sans oublier les centaines voire milliers de bâtiments à usage d’habitation.", SN
" Toutes ces réalisations ont permis à Diamniadio d’avoir une autre dimension et d’acquérir une renommée internationale impactant fortement et positivement son attractivité.", SN
" Ce qui nécessite des mesures d’accompagnement telles que le renforcement de la sécurité, les raccordements à l’eau, à l’électricité, etc., la permanence de l’État pour une véritable coordination de son action, le suivi des politiques publiques et l’animation de la circonscription.", SN
" Il n’y a pas pour cela meilleur moyen qu’une administration de proximité, symbolisée par un chef de circonscription administrative s’appuyant sur des services de l’État.", SN
" Du point de vue géographique, Diamniadio est un carrefour, passage obligé pour rallier Dakar.", SN
" Elle occupe une position centrale par rapport à Yène et à Sébikotane, se situe à proximité de l’Aéroport international Blaise Diagne de Diass et du port minéralier et vraquier de Bargny-Sendou.", SN
" C’est une localité d’avenir et doit se préparer à jouer un rôle déterminant dans la quête d’émergence économique à court terme.", SN
" Enfin, du point de vue historique, Diamniadio a été chef-lieu d’arrondissement jusqu’en 2002, date de son érection en commune.", SN
" À la faveur de la communalisation intégrale, il n’est pas superflu qu’elle retrouve son statut d’antan.", SN
" Pensez-vous que cet arrondissement est viable ?", SN
" L’arrondissement est plus que viable car remplissant tous les critères pour l’être.", SN
" Il s’agit principalement des investissements colossaux réalisés par l’État dans la zone et qui auront inévitablement un effet d’entraînement sur l’ensemble des secteurs vitaux de l’arrondissement.", SN
" Ensuite l’adhésion des populations aux politiques publiques est un gage de viabilité.", SN
" Enfin, l’initiative privée assez développée à Diamniadio fera vivre l’économie locale.", SN
" Il ne faut pas oublier également l’existence de deux pôles urbains, de deux ports avec la réalisation prochaine du port de Ndayane qui va polariser Yène, venu s’ajouter à celui de Bargny-Sendou, mais également de l’Aibd à quelques kilomètres desservis par le Train express régional (Ter), dont l’une des gares emblématiques est réalisée à Diamniadio.", SN
